strain_name,mating_type,strain_num,concentration,media,FSC.A_mean_all_mean,FSC.A_mean_lowerquant_mean,FSC.A_mean_upperquant_mean,FSC.A_mean_all_corr_mean,FSC.A_mean_upperquant_corr_mean,FSC.A_mean_all_sd,FSC.A_mean_lowerquant_sd,FSC.A_mean_upperquant_sd,FSC.A_mean_all_corr_sd,FSC.A_mean_upperquant_corr_sd,FSC.A_mean_all_se,FSC.A_mean_lowerquant_se,FSC.A_mean_upperquant_se,FSC.A_mean_all_corr_se,FSC.A_mean_upperquant_corr_se
322134S,haploid_mat_alpha,SGRP-18,2,Galactose,45692.66376520182,11627.7172265625,128099.82952083334,3.9459223455896537,11.106520959080703,4316.65584450229,1554.6860266409076,6810.57532237115,0.2599963181935147,1.1003215510655615,2492.2224138223687,897.5983959864777,3932.087495707206,0.15010894429733732,0.6352709437028485
L_1374,diploid,SGRP-19,2,Galactose,38279.01445576172,9148.152567708334,97683.96822916667,4.45714250694083,11.440836884351922,7377.236774280141,2825.7814731063204,21319.150788479255,1.4345085873879078,4.035887709996335,4259.249637506246,1631.4656941689914,12308.61744662272,0.8282139190832384,2.3301208557854864
273614N,haploid_mat_a,SGRP-2,2,Galactose,24629.255157259115,7398.965728190104,66950.45794401041,3.3089421748537693,9.024901228784172,5526.56375250273,592.1447349447012,8991.080593603694,0.5342356674869373,0.5713855049650436,3190.7630702010792,341.8749221195429,5191.002801022713,0.3084411064342827,0.3298895751026182
L_1374,haploid_mat_a,SGRP-20,2,Galactose,25767.947464648438,6583.648346191407,61852.2093515625,3.9948281553237934,9.631967518022629,2986.542981715336,1398.2178739087249,7095.941892032673,0.6516657058098729,1.8711005960094007,1724.281394439737,807.2614658869486,4096.843961519006,0.3762393706709776,1.0802804327868967
L_1374,haploid_mat_alpha,SGRP-21,2,Galactose,25567.717451367185,6480.2196902669275,60402.40846875,4.041252976319775,9.56484715596696,2665.7165147932433,1382.985679391627,8147.359649712076,0.7552270123861629,2.0546285312904216,1539.05214739911,798.4671542821534,4703.880286945962,0.436030518900428,1.1862403356252105
L_1528,diploid,SGRP-22,2,Galactose,21631.84561714681,7733.578704833984,52900.429610677085,2.8925224523874378,7.0995227387415305,3453.647229675228,2010.0561228520003,8510.788475214084,0.622327251990716,1.6852754961305398,1993.9641577389984,1160.506443614858,4913.706017180816,0.35930080646088,0.9729942613496474
L_1528,haploid_mat_a,SGRP-23,2,Galactose,21634.974147054036,5792.994148897815,52193.66588411458,3.7732277891043107,9.150257505325687,3115.3616611601487,1215.0441634073168,5842.206954940549,0.37886632545548854,1.1743080439076021,1798.6548936938516,701.506074820498,3372.99975809643,0.21873857498861068,0.677987065261597
L_1528,haploid_mat_alpha,SGRP-24,2,Galactose,21976.91602224935,5621.230070775441,53429.201583333335,3.9379769416941106,9.63334980663557,3537.5644208642384,1121.7330522051564,6539.942189317466,0.4039076388297435,1.2327762688945518,2042.4137706616107,647.6328796495476,3775.8373834870295,0.23319618400609857,0.711743710696852
NCYC 110,diploid,SGRP-25,2,Galactose,46068.764678564454,11634.839578925144,122769.3470546875,3.9892166292282716,10.649599492705708,4340.196706021337,835.9828160120417,16842.20638727358,0.6277493473917781,2.095694996367648,2505.813736557346,482.6549038624537,9723.852391439637,0.362431254700255,1.2099500702922135
NCYC 110,haploid_mat_a,SGRP-26,2,Galactose,65730.7932769694,19229.07398844401,176297.24065104168,3.424728858997928,9.195082157700762,4108.342197840138,1694.3987265009994,9495.294591257356,0.13354829577254074,0.5519702348306745,2371.9524738461027,978.2615608599111,5482.110888297232,0.07710414451409216,0.3186801636641509
NCYC 110,haploid_mat_alpha,SGRP-27,2,Galactose,41245.0914824707,12720.823337402344,108666.63265364584,3.2418973351219558,8.541523332169223,1222.221015638916,246.01886540238132,3898.0332231229836,0.03429238477494869,0.20940934422430796,705.649632388346,142.03905816579118,2250.5305306801592,0.01979871758097085,0.12090254125872721
SK1,diploid,SGRP-28,2,Galactose,22732.69731287435,10180.24818412203,57229.34592838542,2.236152544633872,5.621022059791847,2030.6160213420612,603.9154775769308,9197.319210721076,0.20418738535077838,0.8324048085569036,1172.376706542606,348.6707635468224,5310.07472213273,0.11788764189739775,0.4805891402950672
SK1,haploid_mat_a,SGRP-29,2,Galactose,38975.54229903971,6765.640724252148,136661.39380729166,5.7725647766974895,20.521029550923124,4998.016243568331,993.8215701525877,8238.09943726266,0.2197890607719226,3.4032836510579636,2885.6060236382987,573.7831510540531,4756.268927714501,0.12689527340160453,1.9648867320669678
273614N,haploid_mat_alpha,SGRP-3,2,Galactose,21002.542806852216,6705.9712397460935,59106.067721354164,3.126838853892036,8.801256859520445,2327.9435655376,333.2306448686479,6107.801972652743,0.2272040443444993,0.5670056664099163,1344.0388442213907,192.39080251714648,3526.3411130679883,0.13117631616326836,0.3273608741338084
SK1,haploid_mat_alpha,SGRP-30,2,Galactose,85906.13954404296,9155.232133463542,228741.56470833332,10.088895331907379,27.18377920305599,15549.771866590814,3707.1277721701776,32549.969387085523,3.266049655954782,9.414241315857344,8977.664973013476,2140.3112171827897,18792.733587747905,1.885654648052178,5.435314757926335
378604X,diploid,SGRP-31,2,Galactose,18074.42469947917,9028.29150390625,42804.976966145834,2.0220114676896452,4.814722380681155,1308.9204848756526,865.0100543224625,7211.069884796742,0.3297167425984615,1.2508947036661742,755.7055942907735,499.4137877148065,4163.313139132603,0.19036205009554832,0.7222043938895428
378604X,haploid_mat_a,SGRP-32,2,Galactose,22527.092294124348,11447.877104980469,50944.97431901041,1.976234560782544,4.467498594976338,1626.074215332689,1374.6730228271667,4164.755208953621,0.12680809467702558,0.3034704036295157,938.8143859446375,793.6678397769813,2404.5225409982695,0.07321268759720427,0.1752087192265853
378604X,haploid_mat_alpha,SGRP-33,2,Galactose,15838.668578914388,8255.243118607304,35317.28272506335,1.9108139835947098,4.2476559661985505,2543.0037401016775,848.2696736142223,7139.938113442386,0.12646052205219172,0.44825821838752755,1468.2038938979288,489.74872440656725,4122.24519179323,0.0730120164486935,0.2588020030525011
UWOPS05-217.3,diploid,SGRP-34,2,Galactose,41779.047672802735,10646.463958496093,112172.2445078125,3.9255779712916508,10.551114961143508,3376.918863429487,926.5895612172682,6922.881028886348,0.024221896602991483,0.2628153578672337,1949.6650148325396,534.966732597087,3996.9272255952865,0.013984518524020415,0.15173651761181522
UWOPS05-217.3,haploid_mat_a,SGRP-35,2,Galactose,17947.59632775065,6154.949715854133,55344.451777343755,2.915763732517751,8.988252614984193,1868.834068515127,522.4536349305881,7857.528150006388,0.17130839188005603,0.9908384881288426,1078.9718525279523,301.6387467662735,4536.54599257125,0.09890494616639225,0.5720608678446291
UWOPS05-217.3,haploid_mat_alpha,SGRP-36,2,Galactose,19523.98741887207,7322.529430286348,45803.48297265625,2.660215749396039,6.227644073031513,2701.1167670861937,703.1880443602254,7828.432955892504,0.13155977606949432,0.46604191353129126,1559.4904925898256,405.9858067023026,4519.747874417475,0.07595607212824944,0.2690694242309393
S288c,diploid,SGRP-37,2,Galactose,13978.884557096355,8373.947715332031,23170.219033203124,1.6911981196603496,2.8143220491994,1331.8555725844974,1550.474604290175,2024.0869503666736,0.18466082536186879,0.41152459366643207,768.9471733533628,895.1669301586111,1168.6071456574077,0.10661397723145342,0.23759383493146594
S288c,haploid_mat_a,SGRP-38,2,Galactose,13573.31289781901,7581.944228515626,22279.223248618895,1.8203468841527977,3.0017385870893594,1623.8114538917803,1717.1248355494465,2232.8088872807325,0.20439731080075094,0.43743070083358226,937.507980017617,991.3824860366649,1289.1128121205197,0.11800884241244916,0.2525507328780754
S288c,haploid_mat_alpha,SGRP-39,2,Galactose,11521.756240559896,6323.275007101947,20363.622987304687,1.821062967426925,3.2418558060611,2742.4798718412544,1387.8720555008506,3777.73123693631,0.16600816651654474,0.3098983417036967,1583.3714922546787,801.2883048441754,2181.0741465712367,0.09584485962600332,0.17891989100404793
BC187,diploid,SGRP-4,2,Galactose,22970.176551627606,8633.054125976563,53619.2528125,2.6880130396906003,6.272891784889473,1683.1069940057541,1315.3128239671498,5044.700411539905,0.2897448384810806,0.7383139792825858,971.742276064164,759.3962129860008,2912.5591405835803,0.16728426049335654,0.4262657746852647
UWOPS83-787.3,diploid,SGRP-40,2,Galactose,29341.067868945313,9553.695009114583,73988.95249804687,3.0140798652111185,7.580208502091414,10565.971010920184,1198.1509937143087,29674.178480638373,0.7419517902912663,2.2593128250553605,6100.266207404551,691.7527987507738,17132.394933777567,0.4283660658503874,1.3044148677292864
UWOPS83-787.3,haploid_mat_a,SGRP-41,2,Galactose,23308.25883273112,8520.372619303385,72115.74608203126,2.725952583682966,8.408433701137485,3898.6475286732566,835.6438887892479,15995.153813016388,0.22357903610950622,1.115072457990255,2250.885200154974,482.459224139138,9234.806359674481,0.12908341668298048,0.6437873837866114
UWOPS83-787.3,haploid_mat_alpha,SGRP-42,2,Galactose,22993.958582698568,6272.640742513021,70222.212796875,3.6667545789218616,11.211862538975842,2743.855360406641,756.9010693536444,7183.591407276607,0.09461514936728738,0.29981044191525813,1584.1656309481718,436.99703614124223,4147.448432739432,0.05462608195662002,0.17309563934563496
UWOPS87-2421,diploid,SGRP-43,2,Galactose,22347.656910335285,8001.0049249674485,55089.95969401042,2.8741886085416986,7.093307850349535,3760.6139842383286,2015.231948821468,10275.824528467969,0.5788149446068174,1.5639659691906191,2171.19149611827,1163.4947081316088,5932.750057656342,0.33417896407972436,0.902956173315618
UWOPS87-2421,haploid_mat_a,SGRP-44,2,Galactose,22289.164020214845,5784.4428333333335,54208.371742187504,3.891424312016704,9.521376682317497,3006.347511643142,1120.2450922721805,5605.530220430243,0.4255367261598089,1.373146306362535,1735.7155451247297,646.7738055817006,3236.3543817159834,0.24568374339843776,0.79278638961515
UWOPS87-2421,haploid_mat_alpha,SGRP-45,2,Galactose,22650.264308251953,5853.416346113359,55324.016421875,3.9189443208312573,9.619893256303417,2902.4100794996457,1194.1563095688907,5742.5413218210915,0.4799444161195662,1.4559298424954223,1675.7072406978036,689.4464667840891,3315.457777985957,0.2770960378426893,0.8405814864859416
Y12,diploid,SGRP-46,2,Galactose,16888.053268033855,5847.8504759114585,41270.07093489583,2.8790324203814466,7.017374374585968,2517.74880105049,587.3784348151617,7815.511543274476,0.13631949703158125,0.5978544544024802,1453.622948038358,339.1230974567147,4512.287693364146,0.07870409830697783,0.3451714301854888
Y12,haploid_mat_a,SGRP-47,2,Galactose,15608.316495157876,5261.410262326216,40919.38670638021,2.972306554659781,7.789473481294114,997.8729591582548,406.71041112816937,2691.2008514148984,0.18660861972075182,0.43676582853046947,576.1222215870669,234.81436534707197,1553.7655360077417,0.10773853682888059,0.2521668686748965
Y12,haploid_mat_alpha,SGRP-48,2,Galactose,16412.20468310547,5095.206733723959,43467.65688151042,3.221021491211276,8.532098730673201,1487.5806143489974,117.56987576145117,5077.929594387875,0.28480979902634507,1.0033894373772099,858.8550681356626,67.87899941946469,2931.744018245807,0.16443501413570355,0.5793071617717593
Y55,diploid,SGRP-49,2,Galactose,9192.729950130208,5287.737004268192,17386.873251981713,1.7378597529727802,3.2840342576477,704.6423917641108,210.18361025404852,2934.6212559961823,0.09764860162103899,0.49599650713622395,406.8254745674311,121.3495639594223,1694.3043721189936,0.05637744643189739,0.2863637169122131
BC187,haploid_mat_a,SGRP-5,2,Galactose,24756.01534617513,8934.815514167798,55211.704423177085,2.781158677608051,6.194957027824195,2652.673672873736,1282.4166701045217,6900.889980611047,0.15051949124760594,0.37992531627820825,1531.521859105885,740.4036096981091,3984.230687953779,0.08690246879009081,0.21934998362517724
Y55,haploid_mat_a,SGRP-50,2,Galactose,14493.145023893228,5694.041719724774,44126.419781901044,2.5365070561839094,7.726387391103612,2947.05559779186,383.9967963784486,10327.599271279449,0.4350430390810899,1.6469074487780782,1701.483342701924,221.70065375705124,5962.642219355773,0.2511722157225401,0.9508424588824232
Y55,haploid_mat_alpha,SGRP-51,2,Galactose,19422.032489916994,5843.124141520182,58143.36415066314,3.3409757698724456,10.01701114723758,1171.3085810914438,380.03746046208994,5360.2294897144,0.40944178442249907,1.5359311466594396,676.2553245972637,219.4147300999294,3094.7299388047795,0.23639132445381056,0.8867702609805581
YIIc17_E5,diploid,SGRP-52,2,Galactose,14610.28102672526,8776.837121007899,28709.126626302084,1.6634459474431669,3.263913894821865,1314.191282303761,623.473866984558,3585.7385619440406,0.055503908793209454,0.22531001014563287,758.7486906047359,359.96280493623146,2070.2271239820134,0.03204519668283592,0.13008279500869846
YIIc17_E5,haploid_mat_a,SGRP-53,2,Galactose,16150.610145345052,6844.527896517545,41710.12262369791,2.375161989676731,6.141116540352351,2634.959991036658,476.5146198778709,9734.34331698979,0.4666949374093509,1.5948865525379385,1521.2948601289083,275.115844059281,5620.125734448291,0.2694464477427243,0.920808180434693
YIIc17_E5,haploid_mat_alpha,SGRP-54,2,Galactose,19530.804805859374,6855.781743164062,49228.35680859375,2.848102506588382,7.176110664451051,891.0431408655259,238.21592815287488,3058.277369395827,0.03290785302238986,0.21098022095061145,514.443997238281,137.53403024431887,1765.6972624772213,0.01899935780092943,0.12180948735952225
YJM975,diploid,SGRP-55,2,Galactose,33918.97020424805,10456.17964241,86862.40337239583,3.2136378454848287,8.189224638842067,11435.80242504021,2906.1052483106005,31853.552965646093,0.22555482272454877,0.8176623923712404,6602.463608496341,1677.8406474055096,18390.657379361775,0.13022413761703655,0.47207760234176904
YJM975,haploid_mat_a,SGRP-56,2,Galactose,32615.96791427409,8057.558310221354,84154.6330625,4.198667221316295,10.800881526137276,5171.316625883761,2292.7927753239683,15838.329753055768,0.8541448122546992,2.1748897169891688,2985.6610460187767,1323.7445260293223,9144.263946440808,0.49314073728217295,1.2556731635614458
YJM975,haploid_mat_alpha,SGRP-57,2,Galactose,32811.259940885415,7632.882752441406,83566.33570572916,4.424798369780075,11.27073898330115,4524.447585508728,1910.2267048795736,11299.65461971902,0.8206341619007936,2.0842182037296286,2612.191031427816,1102.8699022754338,6523.858636444575,0.47379335427962616,1.2033239409732195
YJM978,diploid,SGRP-58,2,Galactose,41504.42262976888,10113.13362858073,104313.17123958333,4.443262340980084,11.296315670369609,5757.727901174759,3955.337191417452,11167.469920277974,1.312268751628158,3.769113212151027,3324.2257536638663,2283.6149922006043,6447.541764639537,0.7576387170016512,2.1760985276415705
YJM978,haploid_mat_a,SGRP-59,2,Galactose,31768.439153190102,6840.4422109375,84541.25534505208,4.807156740628296,12.8865264842671,2636.659150605662,1801.015419885726,635.3898812906829,1.0171568693401043,3.0055713072710426,1522.275870363469,1039.816737485691,366.84251900354013,0.5872557923215862,1.735267403321552
BC187,haploid_mat_alpha,SGRP-6,2,Galactose,23892.068979736327,8526.579005696614,51822.314135416666,2.7999964864208344,6.068023557416208,1971.706554260943,558.4331623283099,5493.044209677409,0.050446926271457665,0.2752975073670165,1138.365309865505,322.41153659466374,3171.4105531277673,0.02912554646261529,0.15894308998558
YJM978,haploid_mat_alpha,SGRP-60,2,Galactose,31476.990028662112,7426.232102539063,76192.8830078125,4.548144465032067,11.140064079542519,5670.018557243666,3074.242171020699,9361.755988603834,1.3140449951216506,3.378782745046481,3273.5867403348043,1774.9145449929001,5405.012340108015,0.7586642316607655,1.9507411273858486
YJM981,diploid,SGRP-61,2,Galactose,69742.6225839681,16100.527870279948,179819.32720052084,4.3332360820884865,11.175002134248086,3920.9430177615045,476.8121752169347,5364.1549517330795,0.2519563218265873,0.46521038355585687,2263.7575067817884,275.28763771438827,3096.9963053579577,0.14546705023060816,0.268589340175783
YJM981,haploid_mat_a,SGRP-62,2,Galactose,53858.8902230306,16127.879208821614,136574.48751041666,3.346634480413184,8.491370536951258,267.64109903771117,925.91531787543,6580.288005147796,0.18706392435182417,0.7123028340279923,154.52266057562986,534.5774580221774,3799.1310511173456,0.10800140708019348,0.4112482329705947
YJM981,haploid_mat_alpha,SGRP-63,2,Galactose,52020.634282958985,17307.547528157553,124892.16595833334,3.0079906955524147,7.218952183208842,440.81765288667003,519.2951668983239,2074.1217039402827,0.1166342018731111,0.17230429675303716,254.50619055765796,299.81520439761897,1197.4947241019677,0.06733878784815785,0.09947993211289517
YPS128,diploid,SGRP-64,2,Galactose,27617.17682939453,8311.95884342448,71687.17759114584,3.39188970089807,8.818327030022877,4815.2064990159515,1583.6636879574146,13077.416298277825,0.8400000412546775,2.31055240863966,2780.0607684104953,914.3286565480489,7550.249820115502,0.48497424993768484,1.3339980551048458
